budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count
30000000,"[{""id"": 1, ""name"": ""Action""}, {""id"": 2, ""name"": ""History""}, {""id"": 3, ""name"": ""Mystery""}]",,330570,"[{""id"": 1, ""name"": ""action""}, {""id"": 2, ""name"": ""history""}, {""id"": 3, ""name"": ""mystery""}]",en,THE ARRIVAL OF DAJJAL,"Dajjal is the one eyed Antichrist, he will claim to.be a prophet or God. He will perform miracles and lure many disbelievers with him. People will start worshiping him. Imam Mahdi will pray...                See full summary »",90.0,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",2015-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Action story.,THE ARRIVAL OF DAJJAL,7.2,1800
30000000,"[{""id"": 1, ""name"": ""Horror""}, {""id"": 2, ""name"": ""Thriller""}]",,330571,"[{""id"": 1, ""name"": ""horror""}, {""id"": 2, ""name"": ""thriller""}]",en,Write About Me,"Six College Students are awarded with the opportunity to spend a few days with award winning horror author William Moore, their college professor. When they arrive at his quiet, country ...                See full summary »",90.0,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",2015-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Horror story.,Write About Me,7.2,1800
30000000,"[{""id"": 1, ""name"": ""Action""}, {""id"": 2, ""name"": ""Comedy""}, {""id"": 3, ""name"": ""Romance""}]",,330572,"[{""id"": 1, ""name"": ""action""}, {""id"": 2, ""name"": ""comedy""}, {""id"": 3, ""name"": ""romance""}]",en,Hero Hitler in Love,Movie revolves around main character Hitler who loves his village and tries to help everyone. He believes in true love and helps the lovers to unite and often stand with them against the ...                See full summary »,45.0,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",2011-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Action story.,Hero Hitler in Love,3.6,1800
30000000,"[{""id"": 1, ""name"": ""Drama""}, {""id"": 2, ""name"": ""Thriller""}]",,330573,"[{""id"": 1, ""name"": ""drama""}, {""id"": 2, ""name"": ""thriller""}]",en,Los enemigos del dolor,"A German actor lands in Montevideo. After his arrival, he gets lost and runs into a group of young men who try to rob him. He meets Pedro, an ex-addict in his forties and Nelson, a laconic ...                See full summary »",77.5,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",2014-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Drama story.,Los enemigos del dolor,6.2,1800
30000000,"[{""id"": 1, ""name"": ""Horror""}]",,330574,"[{""id"": 1, ""name"": ""horror""}]",en,Tom Holland's Twisted Tales,"From Master of Horror Tom Holland, comes a brand new horror anthology, TOM HOLLAND'S TWISTED TALES.",50.0,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",2014-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Horror story.,Tom Holland's Twisted Tales,4.0,1800
30000000,"[{""id"": 1, ""name"": ""Action""}, {""id"": 2, ""name"": ""Crime""}, {""id"": 3, ""name"": ""Drama""}]",,330575,"[{""id"": 1, ""name"": ""action""}, {""id"": 2, ""name"": ""crime""}, {""id"": 3, ""name"": ""drama""}]",en,The Creed of Violence,"Story takes place in 1910, as two men - an assassin and a government agent with a hidden connection to him - try to stop an organization behind an arms smuggling ring.",90.0,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",2015-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Action story.,The Creed of Violence,7.2,1800
30000000,"[{""id"": 1, ""name"": ""Horror""}, {""id"": 2, ""name"": ""Thriller""}]",,330576,"[{""id"": 1, ""name"": ""horror""}, {""id"": 2, ""name"": ""thriller""}]",en,Sad in the Walls,"When a concerned father seeks the help of a trusted friend and psychologist in a desperate attempt to help his son being haunted by an unrelenting ghost, an unspeakable truth surfaces ...                See full summary »",90.0,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",2022-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Horror story.,Sad in the Walls,7.2,1800
30000000,"[{""id"": 1, ""name"": ""Drama""}, {""id"": 2, ""name"": ""Sci-Fi""}, {""id"": 3, ""name"": ""Thriller""}]",,330577,"[{""id"": 1, ""name"": ""drama""}, {""id"": 2, ""name"": ""sci-fi""}, {""id"": 3, ""name"": ""thriller""}]",en,Risen,"Disaster unfolds when a meteor strikes a small town, turning the environment uninhabitable and killing everything in the surrounding area.",42.5,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",2021-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Drama story.,Risen,3.4,1800
30000000,"[{""id"": 1, ""name"": ""Action""}, {""id"": 2, ""name"": ""Drama""}, {""id"": 3, ""name"": ""Mystery""}]",,330578,"[{""id"": 1, ""name"": ""action""}, {""id"": 2, ""name"": ""drama""}, {""id"": 3, ""name"": ""mystery""}]",en,The Matarese Circle,Two secret agents -- and longtime rivals -- are paired up to find a shadowy group of killers known as the Matarese.,90.0,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",2015-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Action story.,The Matarese Circle,7.2,1800
30000000,"[{""id"": 1, ""name"": ""Mystery""}, {""id"": 2, ""name"": ""Thriller""}]",,330579,"[{""id"": 1, ""name"": ""mystery""}, {""id"": 2, ""name"": ""thriller""}]",en,Brutus,A grieving father must help a mysterious stranger commit a devastating terror attack for the identity of his daughter's killer.,90.0,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",2015-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Mystery story.,Brutus,7.2,1800
30000000,"[{""id"": 1, ""name"": ""Drama""}, {""id"": 2, ""name"": ""Romance""}, {""id"": 3, ""name"": ""Sport""}]",,330580,"[{""id"": 1, ""name"": ""drama""}, {""id"": 2, ""name"": ""romance""}, {""id"": 3, ""name"": ""sport""}]",en,The Homestretch,"A film that qualifies as a Travelogue Documentary in that it contains footage of world-famous race tracks such as England's Ascot, Palermo in South America, and Churchill Downs, Jamaica, ...                See full summary »",81.25,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",1947-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Drama story.,The Homestretch,6.5,1800
30000000,"[{""id"": 1, ""name"": ""Adventure""}, {""id"": 2, ""name"": ""Comedy""}, {""id"": 3, ""name"": ""Drama""}]",,330581,"[{""id"": 1, ""name"": ""adventure""}, {""id"": 2, ""name"": ""comedy""}, {""id"": 3, ""name"": ""drama""}]",en,Én és a nagyapám,"Berci wins a bicycle race at the school, beating the older boys. Berci lives with his grandfather, who is a kind of ""factory peregrine"" and his only passion is drinking. Berci finds it ...                See full summary »",87.5,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",1954-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Adventure story.,Én és a nagyapám,7.0,1800
30000000,"[{""id"": 1, ""name"": ""Action""}, {""id"": 2, ""name"": ""Adventure""}, {""id"": 3, ""name"": ""Drama""}]",,330582,"[{""id"": 1, ""name"": ""action""}, {""id"": 2, ""name"": ""adventure""}, {""id"": 3, ""name"": ""drama""}]",en,Treasure of the Yankee Zephyr,"A drunken deer hunter, his pilot colleague and his daughter compete with a villainous treasure hunter to reach a lake nestled among the mountains of New Zealand, where a WWII-era plane wreck carrying a fortune in gold is submerged.",70.0,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",1981-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Action story.,Treasure of the Yankee Zephyr,5.6,1800
30000000,"[{""id"": 1, ""name"": ""Romance""}]",,330583,"[{""id"": 1, ""name"": ""romance""}]",en,Tip,"While working as a prostitute to help her poor parents, Young-ja meets and falls in love with a Japanese man who asks her to join him in his country. Knowing that her parents would be ...                See full summary »",86.25,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",1988-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Romance story.,Tip,6.9,1800
30000000,"[{""id"": 1, ""name"": ""Action""}, {""id"": 2, ""name"": ""Drama""}, {""id"": 3, ""name"": ""Mystery""}]",,330584,"[{""id"": 1, ""name"": ""action""}, {""id"": 2, ""name"": ""drama""}, {""id"": 3, ""name"": ""mystery""}]",en,The Last Operative,"After a sniper's bullet kills his son, retired CIA Agent Michael Sabado goes back into the New York City, clandestine underground he once worked, evading those trying to kill him while ...                See full summary »",90.0,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",2019-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Action story.,The Last Operative,7.2,1800
30000000,"[{""id"": 1, ""name"": ""Drama""}, {""id"": 2, ""name"": ""Adventure""}, {""id"": 3, ""name"": ""Family""}]",,330585,"[{""id"": 1, ""name"": ""drama""}, {""id"": 2, ""name"": ""adventure""}, {""id"": 3, ""name"": ""family""}]",en,Courage of Lassie,Academy Award-winner Elizabeth Taylor stars in this touching family drama about a young girl who rehabilitates an Army's shell-shocked collie.,77.5,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",1946-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Drama story.,Courage of Lassie,6.2,1800
30000000,"[{""id"": 1, ""name"": ""Action""}, {""id"": 2, ""name"": ""Adventure""}, {""id"": 3, ""name"": ""Western""}]",,330586,"[{""id"": 1, ""name"": ""action""}, {""id"": 2, ""name"": ""adventure""}, {""id"": 3, ""name"": ""western""}]",en,El Paletero,"After the tragic death of his mother, Carlos, ""El Paletero"" goes into an epic journey to recover her ashes in a far away town.",90.0,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",2016-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Action story.,El Paletero,7.2,1800
30000000,"[{""id"": 1, ""name"": ""Thriller""}]",,330587,"[{""id"": 1, ""name"": ""thriller""}]",en,The Turing Enigma,A missing message from rogue mathematician Alan Turing surfaces as part of the celebrations for his 100th birthday... in code it provides the key to a century old puzzle that if solved will...                See full summary »,80.0,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",2011-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Thriller story.,The Turing Enigma,6.4,1800
30000000,"[{""id"": 1, ""name"": ""History""}]",,330588,"[{""id"": 1, ""name"": ""history""}]",en,Daygo,"Fact and fiction blur in these historical folktales set in the sleepy beach town of San Diego, California.",90.0,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",2015-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary History story.,Daygo,7.2,1800
30000000,"[{""id"": 1, ""name"": ""Drama""}, {""id"": 2, ""name"": ""History""}]",,330589,"[{""id"": 1, ""name"": ""drama""}, {""id"": 2, ""name"": ""history""}]",en,Rome '78,"In a mock Rome (shot in neo-classic buildings), characters dressed in makeshift costumes, live a Roman life, with political intrigue, flirting and dyonisiac dances.",77.5,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",1978-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Drama story.,Rome '78,6.2,1800
30000000,"[{""id"": 1, ""name"": ""Drama""}, {""id"": 2, ""name"": ""Romance""}, {""id"": 3, ""name"": ""Thriller""}]",,330590,"[{""id"": 1, ""name"": ""drama""}, {""id"": 2, ""name"": ""romance""}, {""id"": 3, ""name"": ""thriller""}]",en,The Lost Woman,"When a woman disappears, her husband and best friend are suspected of foul play.",93.75,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",2009-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Drama story.,The Lost Woman,7.5,1800
30000000,"[{""id"": 1, ""name"": ""Action""}, {""id"": 2, ""name"": ""Adventure""}, {""id"": 3, ""name"": ""Drama""}]",,330591,"[{""id"": 1, ""name"": ""action""}, {""id"": 2, ""name"": ""adventure""}, {""id"": 3, ""name"": ""drama""}]",en,Young Detective Dee: Rise of the Sea Dragon,From legendary action director Tsui Hark and the creators of international smash hit Detective Dee - Mystery Of The Phantom Flame comes the captivating tale of Dee Renjie's beginnings in ...                See full summary »,80.0,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",2013-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Action story.,Young Detective Dee: Rise of the Sea Dragon,6.4,1800
30000000,"[{""id"": 1, ""name"": ""Drama""}, {""id"": 2, ""name"": ""Family""}]",,330592,"[{""id"": 1, ""name"": ""drama""}, {""id"": 2, ""name"": ""family""}]",en,"A Tiny Home, A Lead-safe Home",Hongkongers are finding the way of life or the way of living? The city of sadness : Hong Kong.,90.0,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",2018-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Drama story.,"A Tiny Home, A Lead-safe Home",7.2,1800
30000000,"[{""id"": 1, ""name"": ""Animation""}, {""id"": 2, ""name"": ""Family""}]",,330593,"[{""id"": 1, ""name"": ""animation""}, {""id"": 2, ""name"": ""family""}]",en,Alvin and the Chipmunks: Halloween Collection,"Join Alvin and his brothers Simon and Theodore for this hilarious Halloween adventure. There are plenty of laughs and surprises -- and music, including Mash -- to make this a monstrously fun video any time of the year!",75.0,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",2012-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Animation story.,Alvin and the Chipmunks: Halloween Collection,6.0,1800
30000000,"[{""id"": 1, ""name"": ""Drama""}, {""id"": 2, ""name"": ""Romance""}]",,330594,"[{""id"": 1, ""name"": ""drama""}, {""id"": 2, ""name"": ""romance""}]",en,Sammohanam,"A cartoonist, who detests films and movie stars, finds himself in an awkward situation when he falls in love with a film actress.",93.75,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",2018-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Drama story.,Sammohanam,7.5,1800
30000000,"[{""id"": 1, ""name"": ""Adventure""}, {""id"": 2, ""name"": ""Drama""}]",,330595,"[{""id"": 1, ""name"": ""adventure""}, {""id"": 2, ""name"": ""drama""}]",en,El-Kanz,"After his bankruptcy, the old Turkish man, Ogli, discovers the existence of a map indicating a hidden treasure in Upper Egypt. He goes to it with his granddaughter Inji, and goes through ...                See full summary »",90.0,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",1993-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Adventure story.,El-Kanz,7.2,1800
30000000,"[{""id"": 1, ""name"": ""Biography""}, {""id"": 2, ""name"": ""Crime""}, {""id"": 3, ""name"": ""Drama""}]",,330596,"[{""id"": 1, ""name"": ""biography""}, {""id"": 2, ""name"": ""crime""}, {""id"": 3, ""name"": ""drama""}]",en,Maze,"Inspired by the true events of the infamous 1983 prison breakout of 38 IRA prisoners from HMP, which was to become the biggest prison escape in Europe since World War II.",73.75,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",2017-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Biography story.,Maze,5.9,1800
30000000,"[{""id"": 1, ""name"": ""Crime""}, {""id"": 2, ""name"": ""Drama""}]",,330597,"[{""id"": 1, ""name"": ""crime""}, {""id"": 2, ""name"": ""drama""}]",en,A.W.O.L.,"In Sweden, young US soldier, Willy, goes a.w.o.l and teams up with other deserters in Stockholm. There, he meets leftist radical beauty, Inga, who tries to seduce him into joining her extremist group's cause.",61.25,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",1972-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Crime story.,A.W.O.L.,4.9,1800
30000000,"[{""id"": 1, ""name"": ""Drama""}, {""id"": 2, ""name"": ""Thriller""}]",,330598,"[{""id"": 1, ""name"": ""drama""}, {""id"": 2, ""name"": ""thriller""}]",en,We Take the Low Road,"After his father loses the battle with cancer, Mason, along with Thompson and Bobbi, seek murderous justice against the Pharmaceutical CEOs that denied him medical treatment, and they hope for riches along the way.",61.25,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",2019-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Drama story.,We Take the Low Road,4.9,1800
30000000,"[{""id"": 1, ""name"": ""Comedy""}, {""id"": 2, ""name"": ""Romance""}]",,330599,"[{""id"": 1, ""name"": ""comedy""}, {""id"": 2, ""name"": ""romance""}]",en,"The Fun, the Luck & the Tycoon","A remake of the 1988 American comedy film, Coming to America.",77.5,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",1990-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Comedy story.,"The Fun, the Luck & the Tycoon",6.2,1800
